#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/poissonseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default.db
# Output created at: 07:22:24
GeneID	log2foldchange	significance	rawPval	tt_score	GeneName	Description	Chromosome	Start	End	Strand
YML094W	0.2285	0.00031944	0.00071787	25.4545	GIM5	Subunit of the heterohexameric cochaperone prefoldin complex which binds specifically to cytosolic chaperonin and transfers target proteins to it 	XIII	82275	82849	1
YML108W	0.2435	0.00031944	0.00071787	25.4528	YML108W	Putative protein of unknown function whose structure defines a new subfamily of the split beta-alpha-beta sandwiches; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YML108W is not an essential gene 	XIII	54793	55110	1
YLR185W	0.1273	0.0003195	0.00071826	25.4437	RPL37A	Protein component of the large (60S) ribosomal subunit, has similarity to Rpl37Bp and to rat L37 ribosomal protein 	XII	522663	523288	1
YDR004W	-0.1519	0.00031982	0.00071926	25.4242	RAD57	Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p 	IV	455201	456583	1
YDR176W	-0.1547	0.00031982	0.00071949	25.4095	NGG1	Transcriptional regulator involved in glucose repression of Gal4p-regulated genes; component of transcriptional adaptor and histone acetyltransferase complexes, the ADA complex, the SAGA complex, and the SLIK complex 	IV	814452	816560	1
YPL030W	0.1948	0.00031982	0.00071972	25.4054	TRM44	tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene 	XVI	493543	495246	1
YGL154C	-0.161	0.00031985	0.00072003	25.3997	LYS5	Phosphopantetheinyl transferase involved in lysine biosynthesis; converts inactive apo-form of Lys2p (alpha-aminoadipate reductase) into catalytically active holo-form by posttranslational addition of phosphopantetheine 	VII	215278	216096	-1
YJR113C	-0.1392	0.00032022	0.00072111	25.3852	RSM7	Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S7 ribosomal protein 	X	638232	638975	-1
YKL087C	0.179	0.00032031	0.00072173	25.3743	CYT2	Cytochrome c1 heme lyase, involved in maturation of cytochrome c1, which is a subunit of the mitochondrial ubiquinol-cytochrome-c reductase; links heme covalently to apocytochrome c1 	XI	277189	277863	-1
YGR178C	-0.1915	0.00032031	0.0007218	25.3712	PBP1	Component of glucose deprivation induced stress granules, involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation 	VII	851047	853215	-1
YKL006C-A	-0.171	0.00032068	0.00072288	25.3482	SFT1	Intra-Golgi v-SNARE, required for transport of proteins between an early and a later Golgi compartment 	XI	430198	430632	-1
YFL037W	0.1293	0.00032087	0.00072357	25.3328	TUB2	Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules 	VI	56336	57709	1
YBR133C	0.1717	0.00032147	0.00072519	25.3032	HSL7	Protein arginine N-methyltransferase that exhibits septin and Hsl1p-dependent bud neck localization and periodic Hsl1p-dependent phosphorylation; required along with Hsl1p for bud neck recruitment, phosphorylation, and degradation of Swe1p 	II	501804	504287	-1
YJR106W	0.2021	0.00032147	0.00072542	25.302	ECM27	Putative protein of unknown function; may play a role in cell wall biosynthesis, mutants are hypersensitive to Papulacandin B; null mutants have increased plasmid loss; displays a two-hybrid interaction with Pdr5p 	X	624838	627015	1
YGL250W	-0.1433	0.00032253	0.00072804	25.2499	RMR1	Protein required for meiotic recombination and gene conversion; null mutant displays reduced PIS1 expression and growth defects on non-fermentable carbon sources and minimal media; GFP-fusion protein localizes to both cytoplasm and nucleus 	VII	31910	32635	1
YFL044C	0.2005	0.0003231	0.00072958	25.2175	OTU1	Deubiquitylation enzyme that binds to the chaperone-ATPase Cdc48p; may contribute to regulation of protein degradation by deubiquitylating substrates that have been ubiquitylated by Ufd2p; member of the Ovarian Tumor (OTU) family 	VI	44655	45560	-1
YOR156C	0.2053	0.00032312	0.00072989	25.2086	NFI1	SUMO E3 ligase, catalyzes the covalent attachment of SUMO (Smt3p) to proteins; primary E3 ligase for Sir4p; sumoylates Yku70p/Yku80p and Sir4p in vivo to promote chromatin anchoring; promotes telomere anchoring to the nuclear envelope; involved in m /.../ance of proper telomere length 	XV	628360	630540	-1
YIL071C	0.2592	0.00032322	0.00073035	25.1976	PCI8	Possible shared subunit of Cop9 signalosome (CSN) and eIF3, binds eIF3b subunit Prt1p, has possible dual functions in transcriptional and translational control, contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain 	IX	228660	229994	-1
YNR045W	0.1759	0.00032426	0.00073305	25.1517	PET494	Mitochondrial translational activator specific for the COX3 mRNA, acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane 	XIV	706139	707608	1
YBR205W	0.1582	0.00032426	0.0007332	25.1459	KTR3	Putative alpha-1,2-mannosyltransferase involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; Svp26p mediates uptake of Ktr3p into COPII vesicles 	II	633622	634836	1
YGR133W	-0.1679	0.00032486	0.00073482	25.12	PEX4	Peroxisomal ubiquitin conjugating enzyme required for peroxisomal matrix protein import and peroxisome biogenesis 	VII	756896	757447	1
YGL251C	0.2229	0.00032486	0.00073505	25.1186	HFM1	Meiosis specific DNA helicase involved in the conversion of double-stranded breaks to later recombination intermediates and in crossover control; catalyzes the unwinding of Holliday junctions; has ssDNA and dsDNA stimulated ATPase activity 	VII	27921	31636	-1
YKR027W	0.1831	0.0003257	0.00073721	25.0811	BCH2	Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane 	XI	491364	493661	1
YBR200W-A	-0.8179	0.00032593	0.00073798	25.061	YBR200W-A	Putative protein of unknown function; identified by fungal homology and RT-PCR 	II	622983	623147	1
YOL032W	0.2002	0.00032629	0.00073906	25.0447	OPI10	Protein with a possible role in phospholipid biosynthesis, based on inositol-excreting phenotype of the null mutant and its suppression by exogenous choline 	XV	265429	266169	1
YDR301W	0.1648	0.00032645	0.00073968	25.0379	CFT1	RNA-binding subunit of the mRNA cleavage and polyadenylation factor; involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence similarity with mammalian AAUAA-binding subunit of CPSF 	IV	1063352	1067425	1
YMR255W	-0.1473	0.00032655	0.00074014	25.0284	GFD1	Coiled-coiled protein of unknown function, identified as a high-copy suppressor of a dbp5 mutation 	XIII	778001	778567	1
YOL091W	-0.2704	0.00032698	0.00074137	24.9961	SPO21	Component of the meiotic outer plaque of the spindle pole body, involved in modifying the meiotic outer plaque that is required prior to prospore membrane formation 	XV	145334	147163	1
YGL036W	-0.1508	0.000327	0.00074168	24.9877	YGL036W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YGL036W is not an essential gene 	VII	428601	431330	1
YKL041W	-0.146	0.00032729	0.00074276	24.9647	VPS24	One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); forms an ESCRT-III subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway 	XI	360143	360817	1
YNL184C	0.4296	0.00032729	0.00074284	24.9624	YNL184C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XIV	292557	292883	-1
YJL006C	-0.1976	0.00032745	0.00074345	24.9458	CTK2	Beta subunit of C-terminal domain kinase I (CTDK-I), which phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity 	X	423138	424109	-1
YMR098C	-0.1536	0.00032754	0.00074391	24.9221	ATP25	Mitochondrial protein required for the stability of Oli1p (Atp9p) mRNA and for the Oli1p ring formation; YMR098C is not an essential gene 	XIII	460771	462609	-1
YPR183W	0.1353	0.00032784	0.00074484	24.8962	DPM1	Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane, catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man; required for glycosyl phosphatidylinositol membrane anchoring, O mannosylation, and protein glycosylation 	XVI	900755	901558	1
YGR229C	0.146	0.00032837	0.0007463	24.8568	SMI1	Protein involved in the regulation of cell wall synthesis; proposed to be involved in coordinating cell cycle progression with cell wall integrity 	VII	949382	950899	-1
YBR219C	-1.1549	0.00032914	0.00074831	24.8107	YBR219C	Putative protein of unknown function; YBR219C is not an essential gene 	II	662499	663303	-1
YGR027C	0.1012	0.00032961	0.00074961	24.779	RPS25A	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps25Bp and has similarity to rat S25 ribosomal protein 	VII	534132	534458	-1
YMR184W	-0.1451	0.00033109	0.00075324	24.7021	ADD37	Protein of unknown function involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene 	XIII	628189	628785	1
YDR517W	-0.1718	0.00033184	0.00075532	24.6588	GRH1	Acetylated, cis-golgi localized protein involved in ER to Golgi transport; homolog of human GRASP65; forms a complex with the coiled-coil protein Bug1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes 	IV	1477239	1478357	1
YNL039W	-0.1467	0.00033184	0.00075547	24.6537	BDP1	Essential subunit of RNA polymerase III transcription factor (TFIIIB), which is involved in transcription of genes encoding tRNAs, 5S rRNA, U6 snRNA, and other small RNAs 	XIV	555048	556832	1
YIR023W	0.1769	0.00033231	0.00075678	24.6355	DAL81	Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism 	IX	399777	402689	1
YGR112W	0.1976	0.00033257	0.00075763	24.6123	SHY1	Mitochondrial inner membrane protein required for assembly of cytochrome c oxidase (complex IV); associates with complex IV assembly intermediates and complex III/complex IV supercomplexes; similar to human SURF1 involved in Leigh Syndrome 	VII	717358	718527	1
YMR022W	-0.1429	0.00033337	0.00075971	24.5739	UBC7	Ubiquitin conjugating enzyme, involved in the ER-associated protein degradation pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly 	XIII	318680	319177	1
YPR115W	-0.1602	0.00033352	0.00076032	24.5579	RGC1	Pleckstrin homology domain containing protein proposed to function as a glycerol channel activator; paralogous to Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	XVI	754877	758128	1
YML081W	0.1512	0.00033355	0.00076063	24.5503	TDA9	DNA-binding protein, putative transcription factor; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene 	XIII	104777	108532	1
YLR376C	-0.1719	0.00033377	0.0007614	24.538	PSY3	Component of the Shu complex, which promotes error-free DNA repair; Shu complex mediates inhibition of Srs2p function; deletion of PSY3 results in a mutator phenotype; deletion increases sensitivity to anticancer drugs oxaliplatin and cisplatin but  /.../tomycin C 	XII	872826	873554	-1
YGL001C	0.1438	0.00033438	0.0007631	24.5044	ERG26	C-3 sterol dehydrogenase, catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis 	VII	495453	496502	-1
YOR170W	-0.3049	0.00033438	0.00076356	24.4897	YOR170W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene LCB4 	XV	651858	652163	1
YNL170W	-0.2797	0.00033438	0.00076356	24.4892	YNL170W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XIV	315978	316373	1
YIL029C	-0.1725	0.00033511	0.00076549	24.4532	YIL029C	Putative protein of unknown function; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO) 	IX	300829	301257	-1
YNL232W	0.1653	0.00033554	0.00076672	24.4365	CSL4	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain an S1 RNA binding domain; has similarity to human hCsl4p (EXOSC1) 	XIV	214923	215801	1
YLR252W	-0.1982	0.00033604	0.00076834	24.4111	YLR252W	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; partially overlaps the verified gene SYM1, a mitochondrial protein involved in ethanol metabolism 	XII	641957	642262	1
YOR228C	-0.1481	0.00033604	0.00076857	24.3997	YOR228C	Protein of unknown function, localized to the mitochondrial outer membrane 	XV	766869	767777	-1
YMR200W	-0.1604	0.00033604	0.00076864	24.3995	ROT1	Molecular chaperone involved in protein folding in the ER; mutation causes defects in cell wall synthesis and in lysis of autophagic bodies, suppresses tor2 mutations, and is synthetically lethal with kar2-1 and with rot2 mutations 	XIII	664752	665522	1
YHR034C	-0.1484	0.0003362	0.00076926	24.3856	PIH1	Protein of unresolved function; may function in protein folding and/or rRNA processing, interacts with a chaperone (Hsp82p), two chromatin remodeling factors (Rvb1p, Rvb2p) and two rRNA processing factors (Rrp43p, Nop58p) 	VIII	176965	177999	-1
YJL005W	0.1405	0.00033733	0.00077211	24.3389	CYR1	Adenylate cyclase, required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation 	X	425157	431237	1
YBL060W	-0.1479	0.0003374	0.0007728	24.3296	YEL1	Guanine nucleotide exchange factor specific for Arf3p; localized to the bud neck and tip; required for localization of Arf3p to the bud neck and tip 	II	107932	109995	1
YOR201C	0.1821	0.0003374	0.0007728	24.3295	MRM1	Ribose methyltransferase that modifies a functionally critical, conserved nucleotide in mitochondrial 21S rRNA 	XV	720470	721708	-1
YER039C-A	-0.2356	0.00033863	0.00077589	24.282	YER039C-A	Putative protein of unknown function; YER039C-A is not an essential gene 	V	229263	229481	-1
YDR170C	0.1298	0.00033933	0.00077773	24.2621	SEC7	Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors involved in proliferation of the Golgi, intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles 	IV	796193	802222	-1
