#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/samseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default.db
# Output created at: 07:24:50
GeneID	log2foldchange	significance	Score	GeneName	Description	Chromosome	Start	End	Strand
YJR120W	0.295243111274033	0.000538126361655763	300.05	YJR120W	Protein of unknown function; essential for growth under anaerobic conditions; mutation causes decreased expression of ATP2, impaired respiration, defective sterol uptake, and altered levels/localization of ABC transporters Aus1p and Pdr11p 	X	647126	647476	1
YJR121W	0.0128399194588729	0.392273783587509	51.35	ATP2	Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated 	X	647607	649142	1
YJR122W	0.0497960176222204	0.0420043572984749	136.1	IBA57	Mitochondrial matrix protein involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system 	X	649776	651269	1
YJR123W	0.229551952046479	0.000145243282498184	734.95	RPS5	Protein component of the small (40S) ribosomal subunit, the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; has similarity to E. coli S7 and rat S5 ribosomal proteins 	X	651901	652578	1
YJR124C	0.22508253777373	0.000148148148148212	384.7	YJR124C	Putative protein of unknown function; expression induced under calcium shortage 	X	652892	654238	-1
YJR125C	0.0126872620707338	0.892634713144517	7.9	ENT3	Protein containing an N-terminal epsin-like domain involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p 	X	654737	655963	-1
YJR126C	0.0483081061460451	0.00634858387799565	200.4	VPS70	Protein of unknown function involved in vacuolar protein sorting 	X	656254	658689	-1
YJR127C	-0.0104379407619823	0.589092955700799	31.95	RSF2	Zinc-finger protein involved in transcriptional control of both nuclear and mitochondrial genes, many of which specify products required for glycerol-based growth, respiration, and other functions 	X	658917	663059	-1
YJR128W	0.00510057951315866	0.0773834422657952	114.75	YJR128W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RSF2 	X	662921	663280	1
YJR129C	0.363706875750235	0.000145243282498184	591.75	YJR129C	Putative protein of unknown function; predicted S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	X	664000	665019	-1
YJR130C	-0.116168294237341	0.00876688453159037	-188.85	STR2	Cystathionine gamma-synthase, converts cysteine into cystathionine 	X	665218	667137	-1
YJR131W	-0.0397388756894776	0.0784480755265069	-114.3	MNS1	Alpha-1,2-mannosidase involved in ER quality control; catalyzes the removal of one mannose residue from Man9GlcNAc to produce a single isomer of Man8GlcNAc in N-linked oligosaccharide biosynthesis; integral to ER membrane 	X	667644	669293	1
YJR132W	0.248177055304254	0.000145243282498184	408.4	NMD5	Karyopherin, a carrier protein involved in nuclear import of proteins; importin beta homolog 	X	669522	672668	1
YJR133W	0.138697130010906	0.000578068264342711	298.1	XPT1	Xanthine-guanine phosphoribosyl transferase, required for xanthine utilization and for optimal utilization of guanine 	X	672991	673620	1
YJR134C	-0.126805545126045	0.000154684095860508	-360.8	SGM1	Protein of unknown function, required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus 	X	673729	675852	-1
YJR135C	0.000476325064711616	0.892634713144517	-7.9	MCM22	Protein involved in minichromosome maintenance; component of the kinetochore; binds to centromeric DNA in a Ctf19p-dependent manner 	X	676059	676778	-1
YJR135W-A	0.0227418404206922	0.379334785766158	52.85	TIM8	Mitochondrial intermembrane space protein, forms a complex with Tim13p that delivers a subset of hydrophobic proteins to the TIM22 complex for inner membrane insertion; homolog of human TIMM8A, implicated in Mohr-Tranebjaerg syndrome 	X	676971	677234	1
YJR136C	0.0483796998847385	0.129716775599129	95.9	TTI2	Putative protein of unknown function; subunit of the ASTRA complex which is part of the chromatin remodeling machinery; similar to S. pombe Tti2p; may interact with Rsm23p; GFP-fusion protein localizes to the cytoplasm 	X	677441	678706	-1
YJR137C	-0.300589428021607	0.000145243282498184	-583.9	MET5	Sulfite reductase beta subunit, involved in amino acid biosynthesis, transcription repressed by methionine 	X	678957	683285	-1
YJR138W	0.0342836664118259	0.230702251270879	73.75	IML1	Subunit of both the SEA (Seh1-associated) and Iml1p complexes; SEA complex is a coatomer-related complex that associates dynamically with the vacuole; Iml1p complex (Iml1p-Npr2p-Npr3p) is required for non-nitrogen-starvation (NNS)-induced autophagy; /.../ized to either pre-autophagosomal structures (PAS) or non-PAS structures during NNS-induced autophagy; has an N-terminal CDC48-like domain (RANS) required for NNS-induced autophagy and a C-terminal DEP domain 	X	684567	689321	1
YJR139C	-0.0799396371477195	0.00245170660856937	-239.45	HOM6	Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase), dimeric enzyme that catalyzes the third step in the common pathway for methionine and threonine biosynthesis; enzyme has nucleotide-binding, dimerization and catalytic regions 	X	689445	690524	-1
YJR140C	0.0886917292909062	0.00267392883079155	235.5	HIR3	Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein 	X	690750	695696	-1
YJR141W	0.176441140414607	0.000336964415395746	315.05	YJR141W	Essential protein of unknown function 	X	695906	696949	1
YJR142W	0.0215011750782288	0.378889615105301	52.9	YJR142W	Putative protein of unknown function; GST fusion protein is a Dbf2-Mob1 phosphoylation target in a proteome chip analysis; synthetic lethal with PH085 deletion; plays a role in restricting Ty1 transposition 	X	697141	698169	1
YJR143C	0.14771215822103	0.000145243282498184	435.4	PMT4	Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals 	X	698326	700614	-1
YJR144W	-0.128038875332077	0.000148148148148212	-379.3	MGM101	Protein with a role in mitochondrial DNA recombinational repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins, with limited overall similarity b /.../ring conserved functionally important residues; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage 	X	700882	701691	1
YJR145C	0.250583024897106	0.000145243282498184	641.85	RPS4A	Protein component of the small (40S) ribosomal subunit; mutation affects 20S pre-rRNA processing; identical to Rps4Bp and has similarity to rat S4 ribosomal protein 	X	702027	703068	-1
YJR146W	-0.0894867262341046	0.0927211328976035	-108.25	YJR146W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene HMS2 	X	703885	704238	1
YJR147W	0.705711676816736	0.000145243282498184	858.15	HMS2	Protein with similarity to heat shock transcription factors; overexpression suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant 	X	704196	705272	1
YJR148W	0.737967020358225	0.000145243282498184	898.3	BAT2	Cytosolic branched-chain amino acid (BCAA) aminotransferase, preferentially involved in BCAA catabolism; homolog of murine ECA39; highly expressed during stationary phase and repressed during logarithmic phase 	X	705744	706874	1
YJR149W	-0.153326061431851	0.00359912854030497	-222.75	YJR149W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	X	707160	708374	1
YJR150C	1.64391450930835	0.000145243282498184	894.75	DAN1	Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth 	X	708811	709707	-1
YJR151C	-0.15889078137601	0.00176833696441542	-253.5	DAN4	Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth 	X	712255	715740	-1
YJR151W-A	-0.569318428273271	0.722761074800291	-20.85	YJR151W-A	Putative protein of unknown function; identified by fungal homology and RT-PCR; predicted to have a role in transcription based on computational "guilt by association" analysis 	X	717580	717630	1
YJR152W	-0.0579813512503933	0.0863863471314452	-110.85	DAL5	Allantoate permease; ureidosuccinate permease; also transports dipeptides, though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression 	X	719666	721297	1
YJR153W	0.305398794518889	0.000145243282498184	444.2	PGU1	Endo-polygalacturonase, pectolytic enzyme that hydrolyzes the alpha-1,4-glycosidic bonds in the rhamnogalacturonan chains in pectins 	X	722815	723900	1
YJR154W	-0.00347528564162285	0.729717501815541	20.3	YJR154W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	X	725784	726824	1
YJR155W	-0.225169742414054	0.000313725490196057	-317.95	AAD10	Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role 	X	727405	728271	1
YJR156C	-0.65065803903817	0.000145243282498184	-720.6	THI11	Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5, THI11, THI12, and THI13 	X	728574	729596	-1
YJR157W	-0.00365126518175516	0.802249092229484	-14.7	YJR157W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	X	730515	730877	1
YJR158W	0.0021503737726029	0.0420043572984749	136.1	HXT16	Protein of unknown function with similarity to hexose transporter family members, expression is repressed by high levels of glucose 	X	732440	734143	1
YJR159W	-0.123056608994017	0.0544945533769063	-127.1	SOR1	Sorbitol dehydrogenase; expression is induced in the presence of sorbitol or xylose 	X	736044	737117	1
YJR160C	0.00456030227379201	0.398954974582426	50.6	MPH3	Alpha-glucoside permease, transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph2p; encoded in a subtelomeric position in a region likely to have undergone duplication 	X	738008	739816	-1
YJR161C	0.0283717550193437	0.187637618010167	81.85	COS5	Protein of unknown function, member the DUP380 subfamily of conserved, often subtelomerically-encoded proteins 	X	742848	743999	-1
YJR162C	-0.981759595756085	0.993229484386347	-0.5	YJR162C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	X	744911	745261	-1
YKL001C	-0.305606727520271	0.000145243282498184	-491.25	MET14	Adenylylsulfate kinase, required for sulfate assimilation and involved in methionine metabolism 	XI	438777	439385	-1
YKL002W	-0.118144585717313	0.000168482207697873	-348.1	DID4	Class E Vps protein of the ESCRT-III complex, required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis 	XI	437778	438544	1
YKL003C	0.0398060989660024	0.0502135076252724	129.9	MRP17	Mitochondrial ribosomal protein of the small subunit; MRP17 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator 	XI	437097	437492	-1
YKL004W	0.151173099761332	0.00037182280319541	312.1	AUR1	Phosphatidylinositol:ceramide phosphoinositol transferase (IPC synthase), required for sphingolipid synthesis; can mutate to confer aureobasidin A resistance 	XI	435580	436785	1
YKL005C	0.149999828500985	0.00179230210602762	252.75	BYE1	Negative regulator of transcription elongation, contains a TFIIS-like domain and a PHD finger, multicopy suppressor of temperature-sensitive ess1 mutations, probably binds RNA polymerase II large subunit 	XI	433093	434877	-1
YKL006C-A	-0.0972262796080461	0.0105076252723312	-182.65	SFT1	Intra-Golgi v-SNARE, required for transport of proteins between an early and a later Golgi compartment 	XI	430198	430632	-1
YKL006W	0.243173104411001	0.000145243282498184	606.1	RPL14A	N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl14Bp and has similarity to rat L14 ribosomal protein; rpl14a csh5 double null mutant exhibits synthetic slow growth 	XI	431906	432720	1
YKL007W	-0.065844710722304	0.0579789397240378	-125	CAP1	Alpha subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches 	XI	429302	430108	1
YKL008C	0.233240752549471	0.000145243282498184	520.65	LAC1	Ceramide synthase component, involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lag1p 	XI	427295	428551	-1
